codigo_linea,numero_rfig,nombre,wiki_linea,wiki_ancho,wiki_longitud,wiki_historica,uso_dominante,n_tramos,n_solo_carga,n_mixto,n_viajeros,n_sin_clasificar,n_aptos_mercancias,apto_mercancias,longitud_km,km_mercancias
04424,424,BIF. MALAGA-LA RODA ANDALUCIA,Bifurcación Málaga a La Roda de Andalucía,Ibérico,"8,4 km",True,mercancias,1,1,0,0,0,1,True,8.47,8.47
04426,426,GRANADA-FUENTE DE PIEDRA,Granada a Fuente de Piedra,Ibérico,"130,3",True,mercancias,10,9,1,0,0,10,True,203.34,203.34
04428,428,"CAMBIADOR ANTEQUERA-A-S ANA AGJA. KM. 50,4","Cambiador Antequera a Santa Ana-Aguja km 50,4",Ibérico,"0,6 km",False,viajeros,1,0,0,1,0,0,False,0.484,0.0
04430,430,BIF CORDOBA - EL HIGUERON-LOS PRADOS,Bifurcación Córdoba-Mercancías a Los Prados,Ibérico,"188,8 km",False,mixto,15,0,13,1,1,13,True,221.589,217.556
04432,432,CORDOBA-CENTRAL-EL HIGUERON,Córdoba-Central a El Higuerón,Ibérico,"6,5 km",False,mixto,2,0,2,0,0,2,True,5.927,5.927
04434,434,CAMBIADOR CORDOBA-VALCHILLON,Cambiador Córdoba a Valchillón,Ibérico,"5,3 km",True,viajeros,1,0,0,1,0,0,False,5.483,0.0
04436,436,MARIA ZAMBRANO-FUENGIROLA,Fuengirola a Málaga-Centro Alameda (apeadero),Ibérico,"30,8 km",False,mercancias,5,1,1,2,1,2,True,35.886,30.404
04438,438,"HUELVA-MERCANCIAS AG. KM. 107,4-ACCESO PUERTO DE HUELVA",Huelva Mercancías a Puerto de Huelva,Ibérico,6 km,True,,2,0,0,0,2,0,False,6.055,0.0
04440,440,BIF.LOS NARANJOS-HUELVA-TERMINO,Bifurcación Los Naranjos a Huelva,Ibérico,"109,1 km",False,mixto,13,0,11,2,0,11,True,167.879,163.976
04442,442,CAMBIADOR MAJARABIQUE-BIF.LOS NARANJOS,Cambiador Majarabique a Bifurcación Los Naranjos,Ibérico,"1,8 km",False,viajeros,1,0,0,1,0,0,False,1.342,0.0
04444,444,BIF.TAMARGUILLO-LA SALUD,Bifurcación Tamarguillo a La Salud,Ibérico,"11,5 km",False,mixto,4,0,4,0,0,4,True,11.513,11.513
04446,446,BIF.CARTUJA-CARTUJA,Bifurcación La Cartuja a La Cartuja,Ibérico,"2,2 km",False,mercancias,1,1,0,0,0,1,True,2.238,2.238
04448,448,BIF.LOS NARANJOS-BIF.SAN JERONIMO,Bifurcación San Jerónimo a Bifurcación Los Naranjos,Ibérico,"0,8 km",True,mixto,1,0,1,0,0,1,True,1.062,1.062
04450,450,BIF.S.BERNARDO-BIF.LA NEGRILLA,Bifurcación La Negrilla a Bifurcación San Bernardo,Ibérico,"0,6 km",False,mixto,1,0,1,0,0,1,True,0.796,0.796
04452,452,PUERTO   SEVILLA-LA SALUD,Puerto de Sevilla a La Salud,Ibérico,"5,4 km",False,,3,0,0,0,3,0,False,10.83,0.0
04454,454,CAMBIADOR MAJARABIQUE-BIF. SAN JERONIMO,Cambiador Majarabique a Bifurcación San Jerónimo,Ibérico,"1,4 km",False,viajeros,1,0,0,1,0,0,False,1.34,0.0
04456,456,"LA SALUD AGJ. KM. 6,2-LA SALUD AGJ. KM. 10,2","La Salud-aguja km 6,2 a La Salud-aguja km 10,2",Ibérico,"0,8 km",False,mixto,1,0,1,0,0,1,True,0.841,0.841
04458,458,MAJARABIQUE-ESTACION - BIF.SAN JERONIMO,Majarabique-Estación a Bifurcación San Jerónimo,Ibérico,"1,8 km",False,mixto,1,0,1,0,0,1,True,1.542,1.542
04460,460,BIF. RIOFRIO-FUENTE DE PIEDRA,Bifurcación Las Maravillas a Fuente de Piedra,Ibérico,"11,8 km",False,mercancias,6,2,1,3,0,3,True,68.384,22.241
04464,464,BIF. TOCON-BIF. LA CHANA,Bifurcación Tocón a Bifurcación La Chana,Ibérico,"32,5 km",False,viajeros,1,0,0,1,0,0,False,31.62,0.0
04466,466,BIF. RIOFRIO-ANTEQUERA,Bifurcación Riofrío a Antequera,Ibérico,"44,0 km",False,,2,0,0,0,2,0,False,44.003,0.0
04468,468,BIF. LAS MARAVILLAS-ANTEQUERA AV,Bifurcación Las Maravillas a Antequera AV,Ibérico,"12,7 km",False,viajeros,2,0,0,2,0,0,False,12.612,0.0
04490,490,"GRANADA AG. KM 53,273-CAMBIADOR GRANADA","Granada-aguja km 53,273 a Cambiador de Granada",Ibérico,"0,4 km",False,,1,0,0,0,1,0,False,0.453,0.0
04492,492,"CAMBIADOR GRANADA-GRANADA AG. KM 54,289","Cambiador de Granada a Granada-aguja km 54,289",Estándar,"0,6 km",False,,1,0,0,0,1,0,False,0.537,0.0
04508,508,"BADAJOZ - KM.517,6 FRNTERA","Badajoz a km 517,6 (frontera)",Ibérico,"5,3 km",False,mercancias,1,1,0,0,0,1,True,5.337,5.337
04512,512,ZAFRA-HUELVA-CARGAS,Zafra a Huelva-Cargas,Ibérico,"180,9 km",False,mercancias,6,6,0,0,0,6,True,181.739,181.739
04514,514,ZAFRA-JEREZ CABALLEROS,Zafra a Jerez de los Caballeros,Ibérico,"46,7 km",False,mercancias,2,2,0,0,0,2,True,46.656,46.656
04516,516,MERIDA-LOS ROSALES,Mérida a Los Rosales,Ibérico,"14,2 km",False,mercancias,7,2,5,0,0,7,True,204.803,204.803
04520,520,CIUDAD REAL-BADAJOZ,Ciudad Real a Badajoz,Ibérico,"336,7 km",False,mercancias,25,12,13,0,0,25,True,458.831,458.831
04522,522,MANZANARES-CIUDAD REAL,Manzanares a Ciudad Real,Ibérico,"64,5 km",False,mixto,3,0,3,0,0,3,True,64.628,64.628
04524,524,C.REAL-MIGUELTUR-BIF.POBLETE,Ciudad Real-Miguelturra a Bifurcación Poblete,Ibérico,"1,9 km",False,mixto,1,0,1,0,0,1,True,1.38,1.38
04526,526,PUERTOLLANO-PUERTOLLANO-REFINERIA,Puertollano a Puertollano-Refinería,Ibérico,"7,4 km",True,mercancias,2,2,0,0,0,2,True,9.109,9.109
04528,528,ALMORCHON-MIRABUENO,Almorchón a Mirabueno,Ibérico,"130,1 km",False,mercancias,4,3,0,0,1,3,True,130.742,94.148
05500,500,BIF. PLANETARIO-VALENCIA ALCANTARA,Bifurcación Planetario a Bifurcación Casa de la Torre,Ibérico,"322,7 km",False,mercancias,23,4,15,2,2,19,True,597.153,443.139
05502,502,"VALENCIA ALCANTARA-KM. 428,5 (FRONTERA)","Cáceres a km 428,5 (frontera)",Ibérico,"105,8 km",False,viajeros,3,0,0,3,0,0,False,96.671,0.0
05504,504,ALGODOR-VILLALUENGA-YUNC,Villaluenga-Yuncler a Algodor,Ibérico,"16,8 km",False,mercancias,4,2,2,0,0,4,True,32.733,32.733
05506,506,AGUJA KM 5.7-ASLAND,"Asland a Aguja km 5,7",Ibérico,"1,2 km",True,,1,0,0,0,1,0,False,0.993,0.0
05510,510,CACERES-ALJUCEN,Bifurcación Granja Las Encinas a Aljucén,Ibérico,"1,5 km",False,mercancias,8,1,6,1,0,7,True,182.626,181.2
05518,518,BIF. CASA DE LA TORRE-BIF. ROMANOS,"Cáceres-aguja km 82,2 a Bifurcación Romanos",Ibérico,"4,2 km",False,mercancias,3,1,2,0,0,3,True,14.591,14.591
05530,530,MONFRAGÜE-PLASENCIA,Monfragüe a Bifurcación El Chaparral,Ibérico,"6,6 km",False,mercancias,3,1,2,0,0,3,True,18.482,18.482
05532,532,"MONFRAGUE-AG. KM. 4,4-MONFRAGUE-AG. KM. 255,4","Monfragüe-aguja km 255,4 a Monfragüe-aguja km 4,4",Ibérico,"2,7 km",False,mercancias,1,1,0,0,0,1,True,2.718,2.718
05534,534,BIF. EL CHAPARRAL-ARROYO DE LA HERRERA,Bifurcación El Chaparral a Arroyo de la Herrera,Ibérico,"2,7 km",False,mixto,1,0,1,0,0,1,True,4.853,4.853
05536,536,BIF. SAN ESTEBAN-BIF. EL CHAPARRAL,Bifurcación San Esteban a Bifurcación El Chaparral,Ibérico,"2,6 km",False,mercancias,1,1,0,0,0,1,True,2.666,2.666
05538,538,PLASENCIA-BIF. SAN ESTEBAN,,,,,mixto,1,0,1,0,0,1,True,7.468,7.468
05920,920,MOSTOLES-EL SOTO-PARLA,Móstoles-El Soto a Parla,Ibérico,"45,3 km",False,mercancias,8,1,5,2,0,6,True,54.957,44.662
05922,922,BIF. PARLA-PARLA INDUSTRIAL,Bifurcación Parla a Parla-Industrial,Ibérico,"1,1 km",True,viajeros,1,0,0,1,0,0,False,0.837,0.0
06130,130,VENTA DE BAÑOS-GIJON-CERCANIAS,Gijón-Sanz Crespo a Venta de Baños,Ibérico,"306,1 km",False,mixto,42,0,41,1,0,41,True,391.808,391.146
06132,132,ABLAÑA-BIF. TUD.VEGUIN,Bifurcación Tudela-Veguín a Ablaña,Ibérico,"5,3 km",False,mixto,2,0,2,0,0,2,True,5.347,5.347
06134,134,TORNEROS-LEON,León Clasificación a Bifurcación León Clasificación,Ibérico,"1,3 km",False,mercancias,4,2,2,0,0,4,True,8.873,8.873
06138,138,BIF.GALICIA-BIF. ASTURIAS,Bifurcación Galicia a Bifurcación Asturias,Ibérico,"0,9 km",False,mixto,1,0,1,0,0,1,True,0.9,0.9
0613G,13G,BIF.LEON CLAF.-LEON CLASIFICAC.,,,,,,1,0,0,0,1,0,False,1.299,0.0
06140,140,BIF. TUD.VEGUIN-EL ENTREGO,Bifurcación Tudela Veguín a El Entrego,Ibérico,"21,5 km",False,mercancias,4,2,2,0,0,4,True,19.814,19.814
06142,142,SOTO DE REY-BIF.OLLONIEGO,Soto de Rey a Bifurcación Olloniego,Ibérico,"2,3 km",False,mixto,1,0,1,0,0,1,True,1.979,1.979
06144,144,VILLABONA DE A.-S.JUAN DE NIEVA,San Juan de Nieva a Villabona de Asturias,Ibérico,"20,8 km",False,mercancias,4,4,0,0,0,4,True,20.698,20.698
06146,146,BIF.PEÑA RUBIA-BIF.VIELLA,Bifurcación Viella a Bifurcación Peña Rubia,Ibérico,"0,5 km",False,mercancias,1,1,0,0,0,1,True,0.45,0.45
06148,148,NUBLEDO-TRASONA,Trasona a Nubledo,Ibérico,"5,7 km",False,mercancias,3,3,0,0,0,3,True,11.072,11.072
06150,150,SERIN-ABOÑO,Aboño a Serín,Ibérico,"9,0 km",False,mercancias,3,3,0,0,0,3,True,8.634,8.634
06152,152,GIJON-PUERTO-VERIÑA,Gijón-Puerto (El Musel) a Veriña,Ibérico,"4,6 km",False,mercancias,1,1,0,0,0,1,True,4.154,4.154
06154,154,TUDELA VEGUIN-LUGO LLANERA,Lugo de Llanera a Tudela-Veguín,Ibérico,"14,1 km",False,mixto,3,0,3,0,0,3,True,13.893,13.893
06160,160,PALENCIA-SANTANDER,Santander a Palencia,Ibérico,"217,2 km",False,mixto,12,0,12,0,0,12,True,217.298,217.298
06162,162,SIERRAPANDO-SOLVAY FACTORIA,Solvay-Factoría a Sierrapando,Ibérico,"5,7 km",False,,1,0,0,0,1,0,False,5.967,0.0
06182,182,CAMBIADOR CLASIFICACION - BIF. CLASIFICACION,Cambiador Clasificación a Bifurcación Clasificación,Ibérico,"0,4 km",False,viajeros,1,0,0,1,0,0,False,0.343,0.0
06184,184,CAMBIADOR VILECHA - BIF. RIO BERNESGA,Bifurcación Río Bernesga a Cambiador Vilecha,Ibérico,"0,7 km",False,mercancias,1,1,0,0,0,1,True,0.754,0.754
06800,800,LEON-A CORUÑA,"La Coruña a León-Aguja km 123,6",Ibérico,"428,2 km",False,mercancias,25,4,21,0,0,25,True,488.226,488.226
06802,802,TORAL DE LOS VAD-VILLAFRANCA BIERZO,Toral de los Vados a Villafranca del Bierzo,Ibérico,"9,1 km",False,mercancias,2,1,0,0,1,1,True,9.125,2.068
06804,804,BETANZOS-INFESTA-FERROL,Betanzos-Infiesta a Ferrol,Ibérico,"42,8 km",False,mixto,1,0,1,0,0,1,True,42.863,42.863
06806,806,LA BAÑEZA-ASTORGA,La Bañeza a Astorga,Ibérico,"21,8 km",False,,1,0,0,0,1,0,False,21.79,0.0
06810,810,MONFORTE  LEMOS-VIGO,Bifurcación Chapela a Monforte de Lemos,Ibérico,"177,8 km",False,mercancias,8,2,6,0,0,8,True,177.933,177.933
06812,812,CHAPELA-AG.KM.171-VIGO-GUIXAR,Vigo-Guixar a Bifurcación Chapela,Ibérico,"6,4 km",False,mixto,1,0,1,0,0,1,True,6.162,6.162
06814,814,GUILLAREI-VALENCA DO MINHO,Guillarey a Valença do Minho,Ibérico,"7,8 km",False,mercancias,5,3,2,0,0,5,True,12.182,12.182
06816,816,"GUILLAREI AGJ. KM. 141,6-GUILLAREI AGJ. KM. 0,9","Guillarey-aguja km 141,6 a Guillarey-aguja km 0,9",Ibérico,"1,0 km",False,mercancias,1,1,0,0,0,1,True,0.979,0.979
06818,818,VILAGARCIA DE AROUSA - BIF. ANGUEIRA,Vilagarcía Aurosa a Bifurcación Angueira,Ibérico,"27,9 km",False,mixto,2,0,2,0,0,2,True,27.935,27.935
06820,820,MEDINA DEL CAMPO-ZAMORA,Zamora-aguja km 233 a Medina del Campo,Ibérico,"90,2 km",False,mercancias,5,3,2,0,0,5,True,179.489,179.489
06822,822,ZAMORA-A CORUÑA,Bifurcación Valorio a La Coruña,"Ibérico, mixto","436,3 km",False,mercancias,27,7,19,0,1,26,True,727.231,711.458
06824,824,REDONDELA-SANTIAGO DE COMPOSTELA,Redondela a Santiago de Compostela,Ibérico,"92,0 km",False,mercancias,17,7,10,0,0,17,True,208.603,208.603
06826,826,BIF. CERCEDA-CENTRAL TÉRMICA DE MEIRAMA,Central térmica de Meirama a Cerceda-Meirama,Ibérico,"11,9 km",False,mercancias,6,5,0,0,1,5,True,44.157,21.32
06828,828,FAXIL-PORTAS,Bifurcación San Amaro a Portas,Ibérico,"7,6 km",False,mercancias,4,4,0,0,0,4,True,24.991,24.991
06830,830,BIF UXES-BIF SAN CRISTOBAL,Bifurcación Uxes a Bifurcación San Cristóbal,Ibérico,"0,7 km",False,mercancias,1,1,0,0,0,1,True,0.697,0.697
06832,832,"BIF. SAN DIEGO-AGUJA KM. 545,4","Aguja km 545,4 a Bifurcación San Diego",Ibérico,"0,5 km",False,mercancias,1,1,0,0,0,1,True,0.547,0.547
06834,834,BIF. EL BURGO-A CORUÑA SAN DIEGO,La Coruña-San Diego a Bifurcación El Burgo,Ibérico,"1,7 km",False,mercancias,2,2,0,0,0,2,True,1.735,1.735
06836,836,BIF. LEON-BIF. RIO BERNESGA,Bifurcación León a Bifurcación Río Bernesga,Ibérico,"3,2 km",False,mixto,2,0,2,0,0,2,True,3.158,3.158
06838,838,BIF. QUINTANA-BIF. TORNEROS,Bifurcación Torneros a Bifurcación Quintana,Ibérico,"3,1 km",False,mixto,2,0,2,0,0,2,True,2.853,2.853
06840,840,"CER-M. AG.KM.000,7-MEIRAMA-PICARDEL","Cerceda-Meirama-aguja km. 0,729 a Meirama-Picardiel",Ibérico,"0,5 km",False,mercancias,1,1,0,0,0,1,True,1.252,1.252
06842,842,"BIF. A GRANDEIRA AG. KM. 376,1 - BIF. RIO SAR","Bifurcación Río Sar a Bifurcación A Grandeira aguja km 376,1",Ibérico,"1,1 km",False,mercancias,1,1,0,0,0,1,True,0.96,0.96
06848,848,REDONDELA AV - BIF. REDONDELA,Redondela AV a Bifurcación Redondela AV,Ibérico,"1,0 km",False,mixto,1,0,1,0,0,1,True,1.044,1.044
06850,850,VIGO URZAIZ - BIF. ARCADE,Vigo-Urzáiz a Bifurcación Arcade,Ibérico,"17,9 km",False,mixto,2,0,1,1,0,1,True,17.918,6.368
06884,884,CAMB. ZAMORA - BIF. EL BOLON,Bifurcación El Bolón a Cambiador de Zamora,Ibérico,"0,2 km",True,mercancias,1,1,0,0,0,1,True,0.2,0.2
06888,888,"CAMBIADOR PEDRALBA - PEDRALBA AG KM 112,4","Pedralba aguja km 112,4 a Cambiador de Pedralba",Ibérico,"1,1 km",True,viajeros,1,0,0,1,0,0,False,1.005,0.0
06894,894,"CAMBIADOR DE TABOADELA - TABOADELA AG. KM. 447,1","Cambiador de Taboadela a Taboadela aguja km 447,1",Ibérico,"0,5 km",False,viajeros,1,0,0,1,0,0,False,0.524,0.0
08360,360,CARTAGENA PLAZA BASTARRECHE-LOS NIETOS,Cartagena Plaza Bastarreche a Los Nietos,Métrico,"19,6 km",False,viajeros,1,0,0,1,0,0,False,19.45,0.0
08740,740,FERROL-PRAVIA,Pravia a Ferrol,Métrico,"269,0 km",False,mixto,11,0,11,0,0,11,True,269.197,269.197
08750,750,PRAVIA-GIJON-SANZ CRESPO,Gijón-Sanz Crespo a Pravia,Métrico,"29,0 km",False,mixto,8,0,6,0,2,6,True,63.892,50.829
08752,752,GIJON-SANZ CRESPO-LAVIANA,Laviana a Gijón-Sanz Crespo,Métrico,"29,0 km",False,mercancias,11,3,6,2,0,9,True,69.371,55.292
08754,754,SOTIELLO-PUERTO EL MUSEL,Sotiello a Puerto El Musel,Métrico,"2,0 km",False,mercancias,3,1,1,0,1,2,True,15.077,7.915
08756,756,SOTIELLO-ABOÑO APD,Aguja Enlace Sotiello a Aguja Enlace Veriña,Métrico,"0,7 km",False,mixto,2,0,1,0,1,1,True,1.471,0.737
08758,758,LA MARUCA MERCANCIAS-PUERTO AVILES,La Maruca Mercancías a Puerto de Avilés,Métrico,"2,0 km",False,,1,0,0,0,1,0,False,1.739,0.0
08760,760,TRUBIA-OVIEDO,Oviedo a Trubia,Métrico,"12,0 km",False,mixto,4,0,2,0,2,2,True,24.229,12.115
08762,762,SOTO UDRION-SAN ESTEBAN DE PRAVIA,Trubia a San Esteban de Pravia,Métrico,"29,0 km",False,mixto,3,0,2,1,0,2,True,39.029,28.687
08764,764,TRUBIA-COLLANZO,Trubia a Collanzo,Métrico,"55,0 km",False,mixto,7,0,5,2,0,5,True,54.706,30.232
08770,770,OVIEDO-VALDECILLA LA MARGA,Santander a Oviedo,Métrico,"216,0 km",False,mercancias,17,1,16,0,0,17,True,216.984,216.984
08772,772,OREJO - LIERGANES,Liérganes a Orejo,Métrico,"10,0 km",False,viajeros,2,0,0,2,0,0,False,9.83,0.0
08774,774,MALIAÑO VIDRIERA - PUERTO RAOS,Maliaño La Vidriera a Puerto de Raos,Métrico,"2,0 km",False,,1,0,0,0,1,0,False,4.116,0.0
08776,776,LLOVIO - RIBADESELLA PUERTO,Ribadesella Puerto a Llovio,Métrico,"3,0 km",False,viajeros,1,0,0,1,0,0,False,2.742,0.0
08778,778,LLOVIO-RIBADESELLA PUERTO,,,,,,1,0,0,0,1,0,False,2.742,0.0
08780,780,SANTANDER-BILBAO LA CONCORDIA,Bilbao Concordia a Santander,Métrico,"110,0 km",False,mercancias,12,1,10,1,0,11,True,119.909,117.385
08782,782,BASURTO HOSPITAL-ARIZ,Ariz a Basurto Hospital,Métrico,"8,0 km",True,mercancias,1,1,0,0,0,1,True,8.124,8.124
08784,784,IRAUREGUI-LUTXANA-BARAKALDO,Lutxana-Barakaldo a Irauregui,Métrico,"6,0 km",True,mercancias,1,1,0,0,0,1,True,5.714,5.714
08786,786,OREJO-LIERGANES,,,,,,2,0,0,0,2,0,False,9.83,0.0
08788,788,MALIAÑO-PUERTO DE RAOS,,,,,,1,0,0,0,1,0,False,4.036,0.0
08790,790,ASUNCION UNIVERSIDAD-ARANGUREN,Aranguren a Asunción Universidad,Métrico,"310,0 km",False,mercancias,11,1,10,0,0,11,True,309.481,309.481
08792,792,MATALLANA-LA ROBLA,Matallana a La Robla,Métrico,"11,0 km",False,mercancias,1,1,0,0,0,1,True,10.966,10.966
08794,794,GUARDO-TERMICA VELILLA,Guardo a Central Térmica de Velilla,Métrico,"2,0 km",False,,1,0,0,0,1,0,False,2.166,0.0
11072,072,CAMBIADOR MADRID-CHAMARTÍN-CTT FUENCARRAL AV,CTT de Fuencarral Alta Velocidad a Cambiador Madrid-Chamartín,Estándar,"0,1 km",False,mercancias,2,2,0,0,0,2,True,1.802,1.802
11074,074,"OLMEDO-AV.-AG.KM 133,9-CAMBIADOR MEDINA DEL CAMPO","Cambiador de Medina del Campo a Olmedo AV-aguja km 133,9",Mixto,"19,9 km",True,mercancias,1,1,0,0,0,1,True,19.773,19.773
11076,076,BIF. CAMBIADOR VALDESTILLAS-CAMBIADOR VALDESTILLAS,Cambiador Valdestillas a Bifurcación Cambiador de Valdestillas,Estándar,"1,0 km",True,viajeros,1,0,0,1,0,0,False,0.912,0.0
11078,078,VALLADOLID CAMPO-GRANDE-CAMBIADOR VALLADOLID C.-GRANDE,Cambiador Valladolid-Campo Grande a Valladolid-Campo Grande,Estándar,"0,9 km",True,viajeros,1,0,0,1,0,0,False,0.923,0.0
11080,080,MADRID-CHAMARTÍN-VALLADOLID CAMPO-GRANDE,Burgos-Rosa Manzano a Madrid-Chamartín-Clara Campoamor,Estándar,"304,0 km",False,mercancias,15,11,0,4,0,11,True,303.195,217.203
11084,084,BIF. VENTA DE BAÑOS - LEON,León a Bifurcación Venta de Baños,Estándar,"127,9 km",False,mercancias,12,7,0,5,0,7,True,187.261,118.25
11114,114,"BIF. CANAL DUERO-VALLADOLID FTE AMARGA KM 192,7",Complejo Ferroviario de Mercancías de Valladolid a Bifurcación Canal del Duero,Mixto,"8,0 km",False,mixto,2,0,2,0,0,2,True,8.135,8.135
11136,136,BURGOS-ROSA MANZANO  - CAMB. BURGOS,Cambiador de Burgos a Burgos-Rosa Manzano,Estándar,"0,6 km",False,viajeros,1,0,0,1,0,0,False,0.591,0.0
11158,158,BIF. CERRATO - CAMBIADOR VILLAMURIEL,Cambiador Villamuriel a Bifurcación Cerrato,Estándar,"1,8 km",False,viajeros,1,0,0,1,0,0,False,1.52,0.0
11170,170,BIF. SOTO - BIF. CERRATO,Bifurcación Soto a Bifurcación Cerrato,Estándar,"0,7 km",False,viajeros,1,0,0,1,0,0,False,4.899,0.0
11180,180,BIF. ESTADIO MUNICIPAL - CAMBIADOR CLASIFICACION,Bifurcación Estadio Municipal a Cambiador Clasificación,Estándar,"0,4 km",False,viajeros,1,0,0,1,0,0,False,0.192,0.0
11186,186,BIF. CAMB. VILECHA - CAMBIADOR VILECHA,Cambiador Vilecha a Bifurcación Cambiador Vilecha,Estándar,"0,6 km",False,mercancias,1,1,0,0,0,1,True,0.75,0.75
11984,984,BIF. PAJARES - POLA DE LENA,Pola de Lena a Bifurcación Pajares,Mixto,"49,3 km",False,mercancias,4,4,0,0,0,4,True,49.414,49.414
12050,050,MADRID-PUERTA DE ATOCHA-BARCELONA-SANTS,Límite ADIF-LFPSA a Madrid-Puerta de Atocha-Almudena Grandes,Estándar,"752,4 km",False,mercancias,40,38,0,2,0,38,True,916.133,884.28
12052,052,BIF. CAMBIADOR PLASENCIA-CAMBIADOR PLASENCIA,Cambiador de Plasencia de Jalón a Bifurcación Cambiador Plasencia de Jalón,Estándar,"3,8 km",False,viajeros,1,0,0,1,0,0,False,3.701,0.0
12054,054,BIF MONCASI-BIF CANAL IMPERIAL,Bifurcación Moncasi a Bifurcación Canal Imperial,Estándar,"25,9 km",False,mercancias,5,5,0,0,0,5,True,25.889,25.889
12056,056,BIF LES TORRES-BIF ARTESA DE LLEIDA,Bifurcación Artesa de Lérida a Bifurcación Les Torres de Sanui,Estándar,"16,5 km",False,mercancias,3,3,0,0,0,3,True,16.452,16.452
12058,058,BIF CAMBIADOR LLEIDA-CAMBIADOR LLEIDA,Cambiador Lérida a Bifurcación Cambiador Lérida,Estándar,"0,5 km",True,,1,0,0,0,1,0,False,0.552,0.0
12060,060,BIF. CAMB. ZARAGOZA-DELICIAS-CAMB. ZARAGOZA-DELICIAS,Bifurcación Cambiador Zaragoza-Delicias a Cambiador Zaragoza-Delicias,Estándar,"0,4 km",False,viajeros,1,0,0,1,0,0,False,0.445,0.0
12062,062,BIF. CAMBIADOR PUIGVER-PUIGVRD-CAMBIADOR DE ANCHO,,,,,,1,0,0,0,1,0,False,0.898,0.0
12064,064,BIF. CAMBIADOR RODA-RODA-CAMB. DE ANCHO,Bifurcación Cambiador Roda a Roda de Bará-Cambiador de Ancho,Estándar,"1,8 km",True,viajeros,1,0,0,1,0,0,False,1.814,0.0
12066,066,CAN TUNIS-AV-BIF. C. TUNIS-AV,Bifurcación Can Tunis-Alta Velocidad a Can Tunis-Alta Velocidad,Estándar,"0,2 km",False,mercancias,1,1,0,0,0,1,True,0.21,0.21
12068,068,"VALLECAS AV-AG. KM. 12,300-LOS GAVILANES-AG. KM. 13,400","Vallecas-Alta Velocidad-aguja km 12,300 a Los Gavilanes-aguja km 13,400",Estándar,"5,6 km",False,mercancias,1,1,0,0,0,1,True,5.47,5.47
12070,070,BIF HUESCA-HUESCA,Bifurcación Huesca a Huesca,"Estándar, mixto","78,9 km",False,mercancias,7,2,5,0,0,7,True,83.038,83.038
12280,280,BIF. NUDO MOLLET - BIF. MOLLET ,Bifurcación Mollet a Bifurcación nudo de Mollet,Estándar,"2,5 km",False,mercancias,1,1,0,0,0,1,True,2.062,2.062
12292,292,"AG. KM. 641,5 - MONTMELO-AG.KM.127,4","Montmeló-aguja km 127,4 a Aguja km 641,5",Ibérico,,True,mercancias,1,1,0,0,0,1,True,1.473,1.473
12296,296,"MONTMELO-AG.KM.129,0 - AGUJA KM. 645,0 ","Aguja km 645,0 a Montmeló-aguja km 129,0",Ibérico,,True,mercancias,1,1,0,0,0,1,True,0.406,0.406
12298,298,BIF. GIRONA-MERCADERIES - GIRONA-MERCADERIES,Gerona-Mercancías a Bifurcación Gerona-Mercancías,Estándar,"0,6 km",False,mercancias,2,2,0,0,0,2,True,1.984,1.984
12640,640,CAMBIADOR DE LA BOELLA-CAMP DE TARRAGONA,Cambiador de La Boella a Camp de Tarragona,Estándar,"12,2 km",False,viajeros,2,0,0,2,0,0,False,11.932,0.0
13024,024,"BIF. BLANCALES - YELES AGUJA KM.34,397","Yeles-aguja km 34,397 a Bifurcación Los Blancales",Estándar,"5,7 km",False,mercancias,1,1,0,0,0,1,True,5.722,5.722
13040,040,BIF. TORREJÓN DE VELASCO - VALENCIA-JOAQUIM SOROLLA,Madrid-Chamartín-Clara Campoamor a Valencia-Joaquín Sorolla,Estándar,"397,6 km",False,mercancias,16,14,0,2,0,14,True,411.074,398.851
13042,042,BIF. ALBACETE - ALBACETE,Bifurcación Albacete a Alicante-Terminal,Estándar,"237,8 km",False,mercancias,11,11,0,0,0,11,True,237.649,237.649
13044,044,BIF. JOAQUIN SOROLLA-UIC - BIF. JESUS,Bifurcación Jesús a Bifurcación Joaquín Sorolla UIC,Estándar,"0,5 km",False,viajeros,1,0,0,1,0,0,False,0.523,0.0
13046,046,BIF. MURCIA - BENIEL,"Bifurcación Murcia a El Reguerón-Aguja km 522,1",Estándar,52 km,False,mercancias,6,6,0,0,0,6,True,60.381,60.381
13048,048,BIF. VINALOPO - MONFORTE DEL CID A.V.,Bifurcación Vinalopó a Monforte del Cid AV,Estándar,"2,1 km",False,mercancias,1,1,0,0,0,1,True,2.111,2.111
13308,308,ALBACETE - CAMBIADOR ALBACETE,Albacete-Los Llanos a Cambiador Albacete,Estándar,"0,5 km",False,viajeros,1,0,0,1,0,0,False,0.54,0.0
13328,328,"VALENCIA-A.V.-AGUJA KM. 396,7 - CAMBIADOR VALENCIA","Valencia-Alta Velocidad-aguja km 396,7 a Cambiador Valencia",Estándar,"0,1 km",False,viajeros,1,0,0,1,0,0,False,0.098,0.0
13354,354,"EL REGUERON AG KM 522,1-MURCIA DEL CARMEN","El Reguerón-aguja km 522,1 a Murcia del Carmen",Mixto,"3,2 km",False,mixto,3,0,3,0,0,3,True,6.989,6.989
